Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
,Italy,02/20/2020 05:00,3,0,0,,2020-02-20 21:00:00,46.3144754,11.0480288
,Russia,02/20/2020 05:00,2,0,2,,2020-02-20 21:00:00,48.2783785,46.1663642
Adelaide,Australia,02/20/2020 05:00,2,0,2,,2020-02-20 21:00:00,-34.9281805,138.5999312
,Spain,02/20/2020 05:00,2,0,2,,2020-02-20 21:00:00,39.3262345,-4.8380649
,Cambodia,02/20/2020 05:00,1,0,1,,2020-02-20 21:00:00,13.5066394,104.869423
,Finland,02/20/2020 05:00,1,0,1,,2020-02-20 21:00:00,63.2467777,25.9209164
,Sri Lanka,02/20/2020 05:00,1,0,1,,2020-02-20 21:00:00,7.1895221,79.9548574
Tibet,China,02/20/2020 05:00,1,0,1,,2020-02-20 21:00:00,31.8943432,87.0781371
,Nepal,02/20/2020 05:00,1,0,1,,2020-02-20 21:00:00,28.1083929,84.0917139
,Sweden,02/20/2020 05:00,1,0,0,,2020-02-20 21:00:00,63.4352121,14.8290863
,Egypt,02/20/2020 05:00,1,0,0,,2020-02-20 21:00:00,26.2540493,29.2675469
Brussels,Belgium,02/20/2020 05:00,1,0,1,,2020-02-20 21:00:00,50.8436709,4.3674367
Illinois,US,02/20/2020 05:00,2,0,2,Chicago,2020-02-20 21:00:00,40.0796606,-89.4337288
Massachusetts,US,02/20/2020 05:00,1,0,0,Boston,2020-02-20 21:00:00,42.3788774,-72.032366
WA,US,02/20/2020 05:00,1,0,1,Seattle,2020-02-20 21:00:00,47.2868352,-120.2126139
Arizona,US,02/20/2020 05:00,1,0,0,Tempe,2020-02-20 21:00:00,34.395342,-111.7632755
Wisconsin,US,02/20/2020 05:00,1,0,0,Madison,2020-02-20 21:00:00,44.4308975,-89.6884637
Texas,US,02/20/2020 05:00,1,0,0,San Antonio,2020-02-20 21:00:00,31.8160381,-99.5120986
California,US,02/20/2020 05:00,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara",2020-02-20 21:00:00,36.7014631,-118.7559974
,Iran,02/20/2020 05:00,5,2,0,,2020-02-20 21:00:00,32.6475314,54.5643516
