Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Date_last_updated_AEDT,Remaining,Population,lat,lon,Continent,World
,Costa Rica,04/18/2020 05:00,649,4,88,9752,2020-04-18 20:00:00,557,4906000,10.2735633,-84.0739102,North America,Worldwide
,Ghana,04/18/2020 05:00,641,8,83,50719,2020-04-18 20:00:00,550,28830000,8.0300284,-1.0800271000000001,Africa,Worldwide
,Niger,04/18/2020 05:00,627,18,110,4688,2020-04-18 20:00:00,499,21480000,17.7356214,9.323843199999999,Africa,Worldwide
,Burkina Faso,04/18/2020 05:00,557,35,294,0,2020-04-18 20:00:00,228,19190000,12.075308300000001,-1.6880313999999998,Africa,Worldwide
,Albania,04/18/2020 05:00,539,26,283,5080,2020-04-18 20:00:00,230,2877000,41.000028,19.9999619,Europe,Worldwide
,Uruguay,04/18/2020 05:00,508,9,294,11749,2020-04-18 20:00:00,205,3457000,-32.8755548,-56.0201525,South America,Worldwide
,Kyrgyzstan,04/18/2020 05:00,506,5,130,26147,2020-04-18 20:00:00,371,6202000,41.5089324,74.724091,Asia,Worldwide
,Bolivia,04/18/2020 05:00,493,31,31,3569,2020-04-18 20:00:00,431,11050000,-17.056869600000002,-64.9912286,South America,Worldwide
,Nigeria,04/18/2020 05:00,493,17,159,7153,2020-04-18 20:00:00,317,190900000,9.6000359,7.999972099999999,Africa,Worldwide
,Guinea,04/18/2020 05:00,477,3,59,0,2020-04-18 20:00:00,415,12720000,10.7226226,-10.7083587,Africa,Worldwide
,Channel Islands,04/18/2020 05:00,470,20,73,3320,2020-04-18 20:00:00,377,170499,49.4622912,-2.5812022999999997,Europe,Worldwide
,Honduras,04/18/2020 05:00,457,46,10,2396,2020-04-18 20:00:00,401,9265000,15.2572432,-86.0755145,North America,Worldwide
,San Marino,04/18/2020 05:00,435,39,57,846,2020-04-18 20:00:00,339,33400,43.945862299999995,12.458306,Europe,Worldwide
,Malta,04/18/2020 05:00,422,3,91,22254,2020-04-18 20:00:00,328,493559,35.888599299999996,14.4476911,Europe,Worldwide
,Palestine,04/18/2020 05:00,418,2,69,17329,2020-04-18 20:00:00,347,5052000,31.9469665,35.2738655,Asia,Worldwide
,Jordan,04/18/2020 05:00,407,7,265,20500,2020-04-18 20:00:00,135,9702000,31.1667049,36.941628,Asia,Worldwide
,Reunion,04/18/2020 05:00,402,0,237,0,2020-04-18 20:00:00,165,859959,-21.1309332,55.526577100000004,Africa,Worldwide
Taiwan,Taiwan,04/18/2020 05:00,398,6,178,52445,2020-04-18 20:00:00,214,23780000,23.973937399999997,120.9820179,Asia,Worldwide
,Georgia,04/18/2020 05:00,385,3,84,5027,2020-04-18 20:00:00,298,3717000,41.6809707,44.02873820000001,Asia,Worldwide
,Senegal,04/18/2020 05:00,342,2,198,0,2020-04-18 20:00:00,142,15850000,14.475060699999998,-14.452961199999999,Africa,Worldwide
,Mauritius,04/18/2020 05:00,324,9,108,9755,2020-04-18 20:00:00,207,1265000,-20.2759451,57.5703566,Africa,Worldwide
,DRC,04/18/2020 05:00,307,25,26,0,2020-04-18 20:00:00,256,81340000,-4.0324900999999995,22.4574787,Africa,Worldwide
,Montenegro,04/18/2020 05:00,305,5,55,3874,2020-04-18 20:00:00,245,631219,42.9868853,19.518099199999998,Europe,Worldwide
,Isle of Man,04/18/2020 05:00,291,4,169,2375,2020-04-18 20:00:00,118,84287,54.2358167,-4.5145987000000005,Europe,Worldwide
,Vietnam,04/18/2020 05:00,268,0,201,206253,2020-04-18 20:00:00,67,95540000,13.2904027,108.42651129999999,Asia,Worldwide
,Kenya,04/18/2020 05:00,246,11,53,10784,2020-04-18 20:00:00,182,49700000,1.4419683,38.431397499999996,Africa,Worldwide
,Mayotte,04/18/2020 05:00,245,4,117,1700,2020-04-18 20:00:00,124,270372,-12.823048,45.1520755,Africa,Worldwide
,Sri Lanka,04/18/2020 05:00,244,7,77,4768,2020-04-18 20:00:00,160,21440000,7.555494199999999,80.7137847,Asia,Worldwide
,Guatemala,04/18/2020 05:00,235,7,21,7200,2020-04-18 20:00:00,207,16910000,15.635608800000002,-89.8988087,North America,Worldwide
,Venezuela,04/18/2020 05:00,227,9,113,299714,2020-04-18 20:00:00,105,31980000,8.0018709,-66.1109318,South America,Worldwide
,Paraguay,04/18/2020 05:00,202,8,35,4950,2020-04-18 20:00:00,159,6811000,-23.3165935,-58.169344499999994,South America,Worldwide
,Mali,04/18/2020 05:00,190,13,34,0,2020-04-18 20:00:00,143,18540000,16.3700359,-2.2900238999999996,Africa,Worldwide
,El Salvador,04/18/2020 05:00,190,7,43,9267,2020-04-18 20:00:00,140,6378000,13.800038199999998,-88.9140683,North America,Worldwide
,Faeroe Islands,04/18/2020 05:00,184,0,173,5981,2020-04-18 20:00:00,11,49290,62.19850039999999,-6.817412400000001,Europe,Worldwide
,Jamaica,04/18/2020 05:00,163,5,25,1516,2020-04-18 20:00:00,133,2890000,18.115295800000002,-77.15984549999999,North America,Worldwide
,Martinique,04/18/2020 05:00,158,8,73,0,2020-04-18 20:00:00,77,376480,14.636792699999999,-61.0158269,North America,Worldwide
,Tanzania,04/18/2020 05:00,147,5,11,0,2020-04-18 20:00:00,131,57310000,-6.5247123,35.7878438,Africa,Worldwide
,Guadeloupe,04/18/2020 05:00,145,8,67,0,2020-04-18 20:00:00,70,395700,16.2490067,-61.565044400000005,North America,Worldwide
,Congo,04/18/2020 05:00,143,6,11,0,2020-04-18 20:00:00,126,5261000,-0.7264326999999999,15.6419155,Africa,Worldwide
,Rwanda,04/18/2020 05:00,143,0,65,6237,2020-04-18 20:00:00,78,12210000,-1.9646631,30.064435800000002,Africa,Worldwide
,Brunei,04/18/2020 05:00,136,1,112,11089,2020-04-18 20:00:00,23,428697,4.4137154999999995,114.5653908,Asia,Worldwide
,Gibraltar,04/18/2020 05:00,132,0,105,1760,2020-04-18 20:00:00,27,34571,36.106747,-5.3352772,Europe,Worldwide
,Cambodia,04/18/2020 05:00,122,0,103,5768,2020-04-18 20:00:00,19,16010000,13.5066394,104.869423,Asia,Worldwide
,Madagascar,04/18/2020 05:00,117,0,33,2357,2020-04-18 20:00:00,84,25570000,-18.9249604,46.441642200000004,Africa,Worldwide
,Somalia,04/18/2020 05:00,116,6,2,0,2020-04-18 20:00:00,108,14740000,8.3676771,49.083416,Africa,Worldwide
,Trinidad and Tobago,04/18/2020 05:00,114,8,20,1298,2020-04-18 20:00:00,86,1369000,10.8677845,-60.9821067,North America,Worldwide
,Gabon,04/18/2020 05:00,108,1,7,572,2020-04-18 20:00:00,100,2025000,-0.8999695,11.689969900000001,Africa,Worldwide
,Ethiopia,04/18/2020 05:00,96,3,15,6231,2020-04-18 20:00:00,78,105000000,10.211670199999999,38.6521203,Africa,Worldwide
,Aruba,04/18/2020 05:00,96,2,43,1298,2020-04-18 20:00:00,51,105264,12.4902998,-69.96098420000001,North America,Worldwide
,French Guiana,04/18/2020 05:00,96,0,61,0,2020-04-18 20:00:00,35,290691,4.0039882,-52.999998,South America,Worldwide
,Myanmar,04/18/2020 05:00,94,5,5,3883,2020-04-18 20:00:00,84,53370000,17.1750495,95.9999652,Asia,Worldwide
,Monaco,04/18/2020 05:00,94,3,20,0,2020-04-18 20:00:00,71,38695,43.7384402,7.4242474000000005,Europe,Worldwide
,Bermuda,04/18/2020 05:00,83,5,35,552,2020-04-18 20:00:00,43,65441,32.3018217,-64.7603583,North America,Worldwide
,Togo,04/18/2020 05:00,83,5,48,3926,2020-04-18 20:00:00,30,7798000,8.7800265,1.0199764999999998,Africa,Worldwide
,Liechtenstein,04/18/2020 05:00,79,1,55,900,2020-04-18 20:00:00,23,38557,47.1416307,9.553152699999998,Europe,Worldwide
,Equatorial Guinea,04/18/2020 05:00,79,0,4,854,2020-04-18 20:00:00,75,1268000,1.6131719999999998,10.5170357,Africa,Worldwide
,Liberia,04/18/2020 05:00,76,7,7,0,2020-04-18 20:00:00,62,4732000,5.7499721,-9.3658524,Africa,Worldwide
,Barbados,04/18/2020 05:00,75,5,15,965,2020-04-18 20:00:00,55,285719,13.1500331,-59.52503050000001,North America,Worldwide
,Sudan,04/18/2020 05:00,66,10,6,0,2020-04-18 20:00:00,50,40530000,14.584444400000002,29.4917691,Africa,Worldwide
,Guyana,04/18/2020 05:00,63,6,9,283,2020-04-18 20:00:00,48,777859,4.8417097,-58.64168910000001,South America,Worldwide
,Cayman Islands,04/18/2020 05:00,61,1,7,702,2020-04-18 20:00:00,53,61559,19.5417212,-80.5667132,North America,Worldwide
,Sint Maarten,04/18/2020 05:00,57,9,12,163,2020-04-18 20:00:00,36,41109,18.038454,-63.054053,North America,Worldwide
,Cabo Verde,04/18/2020 05:00,56,1,1,0,2020-04-18 20:00:00,54,546388,16.0000552,-24.0083947,Africa,Worldwide
,French Polynesia,04/18/2020 05:00,55,0,2,1163,2020-04-18 20:00:00,53,283007,-16.0344249,-146.0490931,South America,Worldwide
,Uganda,04/18/2020 05:00,55,0,20,9975,2020-04-18 20:00:00,35,42860000,1.5333553999999998,32.2166578,Africa,Worldwide
,Bahamas,04/18/2020 05:00,54,9,9,0,2020-04-18 20:00:00,36,395361,24.7736546,-78.0000547,North America,Worldwide
,Zambia,04/18/2020 05:00,52,2,30,2191,2020-04-18 20:00:00,20,17090000,-14.5186239,27.5599164,Africa,Worldwide
,Libya,04/18/2020 05:00,49,1,11,699,2020-04-18 20:00:00,37,6375000,26.8234472,18.1236723,Africa,Worldwide
Macau,Macau,04/18/2020 05:00,45,0,16,0,2020-04-18 20:00:00,29,622567,22.175760500000003,113.5514142,Asia,Worldwide
,Haiti,04/18/2020 05:00,43,3,0,365,2020-04-18 20:00:00,40,10980000,19.139995199999998,-72.35709720000001,North America,Worldwide
,Guinea-Bissau,04/18/2020 05:00,43,0,0,1500,2020-04-18 20:00:00,43,1861000,12.100035,-14.9000214,Africa,Worldwide
,Syria,04/18/2020 05:00,38,2,5,0,2020-04-18 20:00:00,31,18270000,34.6401861,39.0494106,Asia,Worldwide
,Saint Martin,04/18/2020 05:00,35,2,13,0,2020-04-18 20:00:00,20,32125,18.089105,-63.04460400000001,North America,Worldwide
,Benin,04/18/2020 05:00,35,1,18,0,2020-04-18 20:00:00,16,11180000,9.5293472,2.2584408,Africa,Worldwide
,Eritrea,04/18/2020 05:00,35,0,0,0,2020-04-18 20:00:00,35,4475000,15.950031900000003,37.999966799999996,Africa,Worldwide
,Mozambique,04/18/2020 05:00,34,0,2,898,2020-04-18 20:00:00,32,29670000,-19.302232999999998,34.9144977,Africa,Worldwide
,Chad,04/18/2020 05:00,33,0,8,0,2020-04-18 20:00:00,25,14900000,15.613413699999999,19.015617199999998,Africa,Worldwide
,Maldives,04/18/2020 05:00,32,0,16,3588,2020-04-18 20:00:00,16,436330,4.7064352,73.3287853,Asia,Worldwide
,Mongolia,04/18/2020 05:00,31,0,5,1450,2020-04-18 20:00:00,26,3076000,46.825038799999994,103.8499736,Asia,Worldwide
,Nepal,04/18/2020 05:00,30,0,2,15800,2020-04-18 20:00:00,28,29300000,28.108392900000002,84.0917139,Asia,Worldwide
,Sierra Leone,04/18/2020 05:00,26,0,0,0,2020-04-18 20:00:00,26,7557000,8.6400349,-11.8400269,Africa,Worldwide
,Zimbabwe,04/18/2020 05:00,24,3,2,2493,2020-04-18 20:00:00,19,16530000,-18.4554963,29.746841399999997,Africa,Worldwide
,Antigua and Barbuda,04/18/2020 05:00,23,3,3,73,2020-04-18 20:00:00,17,102012,17.223472100000002,-61.9554608,North America,Worldwide
,Angola,04/18/2020 05:00,19,2,5,0,2020-04-18 20:00:00,12,29780000,-11.877576800000002,17.5691241,Africa,Worldwide
,Eswatini,04/18/2020 05:00,19,1,8,714,2020-04-18 20:00:00,10,1367000,-26.562480600000004,31.399131699999998,Africa,Worldwide
,Laos,04/18/2020 05:00,19,0,2,1288,2020-04-18 20:00:00,17,6858000,20.0171109,103.378253,Asia,Worldwide
,Belize,04/18/2020 05:00,18,2,0,651,2020-04-18 20:00:00,16,374681,16.8259793,-88.7600927,North America,Worldwide
,New Caledonia,04/18/2020 05:00,18,0,14,3316,2020-04-18 20:00:00,4,280460,-20.4542886,164.55660580000003,Oceania,Worldwide
,Timor-Leste,04/18/2020 05:00,18,0,1,0,2020-04-18 20:00:00,17,1296000,-8.5151979,125.83757560000001,Asia,Worldwide
,Malawi,04/18/2020 05:00,17,2,3,417,2020-04-18 20:00:00,12,18620000,-13.268720000000002,33.930196,Africa,Worldwide
,Fiji,04/18/2020 05:00,17,0,0,0,2020-04-18 20:00:00,17,905502,-18.123969600000002,179.0122737,Oceania,Worldwide
,Dominica,04/18/2020 05:00,16,0,8,345,2020-04-18 20:00:00,8,73925,15.450510000000001,-61.344931,North America,Worldwide
,Namibia,04/18/2020 05:00,16,0,6,499,2020-04-18 20:00:00,10,2534000,-23.2335499,17.323110699999997,Africa,Worldwide
,Botswana,04/18/2020 05:00,15,1,0,3602,2020-04-18 20:00:00,14,2292000,-23.1681782,24.5928742,Africa,Worldwide
,Saint Lucia,04/18/2020 05:00,15,0,11,319,2020-04-18 20:00:00,4,178844,13.8250489,-60.975035999999996,North America,Worldwide
,Curacao,04/18/2020 05:00,14,1,10,269,2020-04-18 20:00:00,3,161014,12.1845,-68.9640875,North America,Worldwide
,Grenada,04/18/2020 05:00,14,0,6,92,2020-04-18 20:00:00,8,107825,12.136037400000001,-61.69040450000001,North America,Worldwide
,Saint Kitts and Nevis,04/18/2020 05:00,14,0,0,234,2020-04-18 20:00:00,14,55345,17.250512,-62.6725973,North America,Worldwide
,CAR,04/18/2020 05:00,12,0,4,0,2020-04-18 20:00:00,8,4659000,7.0323598,19.9981227,Africa,Worldwide
,St. Vincent Grenadines,04/18/2020 05:00,12,0,1,87,2020-04-18 20:00:00,11,109897,12.90447,-61.2765569,North America,Worldwide
,Turks and Caicos,04/18/2020 05:00,11,1,0,83,2020-04-18 20:00:00,10,35446,21.7214683,-71.62017829999999,North America,Worldwide
,Falkland Islands,04/18/2020 05:00,11,0,3,319,2020-04-18 20:00:00,8,2840,-51.9666424,-59.5500387,South America,Worldwide
,Greenland,04/18/2020 05:00,11,0,11,1019,2020-04-18 20:00:00,0,56171,77.61923490000001,-42.8125967,North America,Worldwide
,Montserrat,04/18/2020 05:00,11,0,1,36,2020-04-18 20:00:00,10,5900,16.7417041,-62.19168440000001,North America,Worldwide
,Seychelles,04/18/2020 05:00,11,0,5,0,2020-04-18 20:00:00,6,95843,-4.6574976999999995,55.45401460000001,Africa,Worldwide
,Suriname,04/18/2020 05:00,10,1,6,0,2020-04-18 20:00:00,3,563402,4.1413025,-56.07711870000001,South America,Worldwide
,MS Zaandam,04/18/2020 05:00,9,2,0,0,2020-04-18 20:00:00,7,1829,26.087543,-80.10730600000001,North America,Worldwide
,Gambia,04/18/2020 05:00,9,1,2,316,2020-04-18 20:00:00,6,2101000,13.470061999999999,-15.4900464,Africa,Worldwide
,Nicaragua,04/18/2020 05:00,9,1,6,0,2020-04-18 20:00:00,2,6218000,12.609015699999999,-85.29369109999999,North America,Worldwide
,Vatican City,04/18/2020 05:00,8,0,2,0,2020-04-18 20:00:00,6,1000,41.9038149,12.453152699999999,Europe,Worldwide
,Mauritania,04/18/2020 05:00,7,1,2,713,2020-04-18 20:00:00,4,4420000,20.254038199999997,-9.2399263,Africa,Worldwide
,Papua New Guinea,04/18/2020 05:00,7,0,0,167,2020-04-18 20:00:00,7,8251000,-5.6816069,144.2489081,Oceania,Worldwide
,St. Barth,04/18/2020 05:00,6,0,5,0,2020-04-18 20:00:00,1,9131,17.9036287,-62.811568799999996,North America,Worldwide
,Western Sahara,04/18/2020 05:00,6,0,0,0,2020-04-18 20:00:00,6,593692,24.1188663,-13.950892300000001,Africa,Worldwide
,Burundi,04/18/2020 05:00,5,1,0,80,2020-04-18 20:00:00,4,10860000,-3.3634357,29.8870575,Africa,Worldwide
,Bhutan,04/18/2020 05:00,5,0,2,7913,2020-04-18 20:00:00,3,807610,27.549511,90.5119273,Asia,Worldwide
,British Virgin Islands,04/18/2020 05:00,4,0,2,0,2020-04-18 20:00:00,2,31169,18.4024395,-64.5661642,North America,Worldwide
,Sao Tome and Principe,04/18/2020 05:00,4,0,0,19,2020-04-18 20:00:00,4,204327,0.8875497999999999,6.964871799999999,Africa,Worldwide
,South Sudan,04/18/2020 05:00,4,0,0,0,2020-04-18 20:00:00,4,12580000,7.8699430999999995,29.6667897,Africa,Worldwide
,Anguilla,04/18/2020 05:00,3,0,1,0,2020-04-18 20:00:00,2,15094,18.195494699999998,-63.07502339999999,North America,Worldwide
,Caribbean Netherlands,04/18/2020 05:00,3,0,0,10,2020-04-18 20:00:00,3,25157,12.154702,-68.266323,South America,Worldwide
,Saint Pierre Miquelon,04/18/2020 05:00,1,0,0,0,2020-04-18 20:00:00,1,5888,46.7832469,-56.1951589,North America,Worldwide
,Yemen,04/18/2020 05:00,1,0,0,0,2020-04-18 20:00:00,1,28250000,16.3471243,47.8915271,Asia,Worldwide
